,"Trade_Name
",Chemical,Manufacturer,Top_15_Brand_Corporation,Biologic_(by_Product),Biosimilar,NAS,Oncology,Rare_Disease_(FDA),Rare_Disease_(EMA),Rare_Disease_(FDA_or_EMA),HC-HTA_Aligned_Review,Health_Canada_Submission_Date,NOC_Date,Health_Canada_Review_Time,HTA_Agency,CADTH_Submission_Date,CADTH_Timing_of__Submission,CADTH_Submission_Type_-_Agency_Specific,CADTH_Indication,CADTH_Review_Status,CADTH_Final_Recommendation/Withdrawn_Date,CADTH_Recommended_-_Agency_Specific,CADTH_Decision_Type_-_Standardized,INESSS_Submission_Date,INESSS_Timing_of__Submission,INESSS_Submission_Type_-_Agency_Specific,INESSS_Indication,INESSS_Review_Status,INESSS_Final_Recommendation/Withdrawn_Date,INESSS_Recommended_-_Agency_Specific,INESSS_Decision_Type_-_Standardized,pCPA_Negotiation,pCPA_First_Date,pCPA_Final_Date,pCPA_Type,pCPA_Negotiation_Outcome,BC_Status,AB_Status,SK_Status,MB_Status,ON_Status,NB_Status,NS_Status,PEI_Status,NL_Status,QC_Status,Listing_BC_Date,Listing_AB_Date,Listing_SK_Date,Listing_MB_Date,Listing_ON_Date,Listing_NB_Date,Listing_NS_Date,Listing_PEI_Date,Listing_NL_Date,Listing_QC_Date,First_Prov_Listing_(excl_QC),First_Prov_Listing_(inc_QC),Rank_BC_Listing_Date,Rank_AB_Listing_Date,Rank_SK_Listing_Date,Rank_MB_Listing_Date,Rank_ON_Listing_Date,Rank_NB_Listing_Date,Rank_NS_Listing_Date,Rank_PEI_Listing_Date,Rank_NL_Listing_Date,Rank_QC_Listing_Date,Rank_1,Rank_2,Rank_3,Rank_4,Rank_5,Rank_6,Rank_7,Rank_8,Rank_9,Rank_10,Total_population_coverage_(incl_QC),Date_>_50%_Cumulative_Ranking,Date_>_80%_Cumulative_Ranking,NOC_to_CADTH_Submission,NOC_to_INESSS_Submission,CADTH_Duration,INESSS_Duration,CADTH_to_pCPA_Initiation,INESSS_to_pCPA_Initiation,pCPA_LOI_to_LOE,pCPA_to_Listing_BC_Date,pCPA_to_Listing_AB_Date,pCPA_to_Listing_SK_Date,pCPA_to_Listing_MB_Date,pCPA_to_Listing_ON_Date,pCPA_to_Listing_NB_Date,pCPA_to_Listing_NS_Date,pCPA_to_Listing_PEI_Date,pCPA_to_Listing_NL_Date,pCPA_to_Listing_QC_Date,pCPA_to_Listing_Nat_Avg_(excl_QC),pCPA_Completion_to_1st_Listing_(excl_QC),pCPA_to_Listing_Nat_Avg_(incl_QC),pCPA_Completion_to_1st_Listing_(incl_QC),pCPA_Completion_to_80%_Listing,NOC_to_Listing_BC_Date,NOC_to_Listing_AB_Date,NOC_to_Listing_SK_Date,NOC_to_Listing_MB_Date,NOC_to_Listing_ON_Date,NOC_to_Listing_NB_Date,NOC_to_Listing_NS_Date,NOC_to_Listing_PEI_Date,NOC_to_Listing_NL_Date,NOC_to_Listing_QC_Date,NOC_to_Listing_Nat_Avg_(excl_QC),NOC_to_Listing_Nat_Avg_(inc_QC),"NOC_to_1st_Provincial_Listing
(unique_at_product/indication_level)_exc_QC","CADTH_Submission_to_1st_Provincial_Listing
exc_QC",CADTH_Recommendation_to_1st_Provincial_Listing_exc_QC,HTA_Rec_to_BC_Listing_Date,HTA_Rec_to_AB_Listing_Date,HTA_Rec_to_SK_Listing_Date,HTA_Rec_to_MB_Listing_Date,HTA_Rec_to_ON_Listing_Date,HTA_Rec_to_NB_Listing_Date,HTA_Rec_to_NS_Listing_Date,HTA_Rec_to_PEI_Listing_Date,HTA_Rec_to_NL_Listing_Date,HTA_Rec_to_QC_Listing_Date,Nat`l_Avg_(excl_QC),NOC_to_CADTH_Rec,NOC_to_INESSS_Rec,CADTH_Rec_to_pCPA_Decision,INESSS_Rec_to_pCPA_Decision,NOC_to_80%_Listing,First_Provincial_Listing_to_80%_Listing_(incl_QC),First_Provincial_Listing_to_80%_Listing_(excl_QC),First_Provincial_Listing_to_50%_Listing_(incl_QC),50%_Listing_to_80%_Listing,HC_Sub_to_CADTH_Rec
593,Tafinlar & Mekinist in combo,dabrafenib & trametinib in combo,Novartis,Y,N,N,N,Y,Y,N,Y,N,01-Mar-18,21-Sep-18,204.0,CADTH & INESSS,21-Sep-18,pre-NOC,New indication,Melanoma Adjuvant Therapy,Completed,03-May-19,Cond'l on Cost,Conditional,17-Sep-18,pre-NOC,New Indication,Melanoma Adjuvant Therapy,Completed,13-Mar-19,Inscription  Avec conditions,Conditional,1st,11-Jun-19,30-Aug-19,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2020-11-01,2020-04-10,2020-01-01,2020-03-02,2020-01-07,2020-04-23,2020-04-23,2022-01-10,2021-08-11,2019-10-02,01-Jan-20,2019-10-02,8.0,5.0,2.0,4.0,3.0,6.0,7.0,10.0,9.0,1.0,28.60%,34.30%,66.50%,72.10%,76.50%,77.40%,78.70%,99.00%,99.60%,100.00%,100.00%,07-Jan-20,01-Nov-20,0.0,-4.0,224.0,177.0,39.0,90.0,80.0,429.0,224.0,124.0,185.0,130.0,237.0,237.0,864.0,712.0,33.0,349.0,124.0,318.0,33.0,429.0,772.0,567.0,467.0,528.0,473.0,580.0,580.0,1207.0,1055.0,376.0,692.0,661.0,467.0,467.0,243.0,548.0,343.0,243.0,304.0,249.0,356.0,356.0,983.0,831.0,203.0,468.0,224.0,173.0,119.0,170.0,772.0,396.0,305.0,97.0,299.0,428
595,Tagrisso,osimertinib,AstraZeneca ,Y,N,N,Y,Y,Y,N,Y,N,01-Nov-15,05-Jul-16,247.0,CADTH & INESSS,01-Apr-16,pre-NOC,New drug,"Lung, NSCLC",Completed,04-May-17,Cond'l on Cost,Conditional,24-Nov-16,post-NOC,New Drug,Locally advanced or metastatic non-small cell lung cancer who have progressed on or after EGFR TKI therapy,Completed,01-Jun-17,Avis de refus d'inscription aux listes des médicaments - Médicament d'exception - À moins que certaines conditions soient respectées,Conditional,1st,29-Sep-17,30-Jul-18,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2018-10-01,2018-11-20,2018-11-01,2018-10-18,2018-10-03,2019-02-27,2019-11-01,2020-04-01,2020-02-20,2018-11-15,01-Oct-18,2018-10-01,1.0,6.0,4.0,3.0,2.0,7.0,8.0,10.0,9.0,5.0,20.30%,52.50%,58.00%,63.70%,92.30%,96.80%,97.70%,99.00%,99.60%,100.00%,100.00%,03-Oct-18,15-Nov-18,-95.0,142.0,398.0,189.0,148.0,120.0,304.0,63.0,113.0,94.0,80.0,65.0,212.0,459.0,611.0,570.0,108.0,252.0,63.0,238.0,63.0,108.0,818.0,868.0,849.0,835.0,820.0,967.0,1214.0,1366.0,1325.0,863.0,1007.0,993.0,818.0,913.0,515.0,515.0,565.0,546.0,532.0,517.0,664.0,911.0,1063.0,1022.0,532.0,704.0,303.0,331.0,452.0,424.0,863.0,45.0,45.0,2.0,43.0,550
596,Tagrisso,osimertinib,AstraZeneca ,Y,N,N,N,Y,Y,N,Y,N,01-Jan-18,10-Jul-18,190.0,CADTH & INESSS,16-May-18,pre-NOC,New indication,Non-Small Cell Lung Cancer (first line),Completed,04-Jan-19,Cond'l on Cost,Conditional,,,New Indication,Non-Small Cell Lung Cancer (first line),Completed,12-Dec-18,Inscription  Avec conditions,Conditional,1st,14-Mar-19,19-Nov-19,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2020-01-01,2020-04-10,2020-03-01,2020-04-02,2020-01-10,2020-03-19,2020-05-01,2022-02-14,2020-02-20,2019-12-18,01-Jan-20,2019-12-18,2.0,8.0,5.0,7.0,3.0,6.0,9.0,10.0,4.0,1.0,28.60%,48.80%,81.10%,81.70%,87.50%,88.30%,93.90%,98.30%,99.60%,100.00%,100.00%,10-Jan-20,10-Jan-20,-55.0,,233.0,,69.0,92.0,250.0,43.0,143.0,103.0,135.0,52.0,121.0,164.0,818.0,93.0,29.0,186.0,43.0,170.0,29.0,52.0,540.0,640.0,600.0,632.0,549.0,618.0,661.0,1315.0,590.0,526.0,683.0,667.0,540.0,595.0,362.0,362.0,462.0,422.0,454.0,371.0,440.0,483.0,1137.0,412.0,371.0,505.0,178.0,155.0,319.0,342.0,549.0,23.0,9.0,23.0,0.0,368
597,Tagrisso,osimertinib,AstraZeneca ,Y,N,N,N,Y,Y,N,Y,N,01-Sep-20,18-Jan-21,139.0,CADTH & INESSS,24-Mar-21,post-NOC,Initial,Tagrisso (osimertinib) is indicated as adjuvant therapy after tumour resection in patients with stage IB-IIIA non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations.  A validated test is required to identify EGFR mutation-positive status (exon 19 deletions or exon 21 (L858R) substitution mutations) prior to treatment.,Completed,10-Jan-22,Cond'l on Cost,Conditional,18-Jun-21,post-NOC,New Indication,Tagrisso (osimertinib) is indicated as adjuvant therapy after tumour resection in patients with stage IB-IIIA non-small cell lung cancer (NSCLC) whose tumours have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations.  A validated test is required to identify EGFR mutation-positive status (exon 19 deletions or exon 21 (L858R) substitution mutations) prior to treatment.,Completed,30-Nov-21,Inscription - Avec conditions,Conditional,1st,16-May-22,07-Oct-22,Negotiation,Completed with Agreements,Funded,Funded,Funded,Under provincial consideration,Funded,Funded,Funded,Under provincial consideration,Under provincial consideration,EM,2023-02-01,2023-01-31,2023-02-01,,2022-12-31,2023-02-27,2023-03-01,,,2022-11-09,31-Dec-22,2022-11-09,4.0,3.0,5.0,,2.0,6.0,7.0,,,1.0,28.60%,60.80%,65.30%,85.50%,91.20%,92.10%,93.40%,,,,93.40%,31-Dec-22,01-Feb-23,65.0,151.0,292.0,165.0,126.0,167.0,144.0,117.0,116.0,117.0,,85.0,143.0,145.0,,,33.0,121.0,85.0,108.0,33.0,117.0,744.0,743.0,744.0,,712.0,770.0,772.0,,,660.0,748.0,735.0,712.0,647.0,355.0,387.0,386.0,387.0,,355.0,413.0,415.0,,,344.0,391.0,357.0,316.0,270.0,311.0,744.0,84.0,32.0,52.0,32.0,496
598,Takhzyro,lanadelumab,Shire,Y,Y,N,Y,N,Y,Y,Y,N,01-Mar-18,19-Sep-18,202.0,CADTH,29-May-19,post-NOC,Initial,"Hereditary angioedema, prevention",Completed,19-Nov-19,Reimburse with clinical criteria and/or conditions,Conditional,,,,,,,,,1st,21-Feb-20,30-Oct-20,Negotiation,Completed with Agreements,EDRD,SA,EDS,EDS,EAP,SA,EDS,SA,SA,,2021-03-04,2021-05-01,2021-05-01,2021-04-01,2021-02-12,2021-01-27,2021-08-01,2023-02-20,2021-03-17,,27-Jan-21,2021-01-27,3.0,6.0,7.0,5.0,2.0,1.0,8.0,9.0,4.0,,0.90%,33.10%,53.40%,54.00%,59.60%,64.00%,69.80%,71.10%,71.40%,,71.40%,04-Mar-21,,252.0,,174.0,,94.0,,252.0,125.0,183.0,183.0,153.0,105.0,89.0,275.0,843.0,138.0,,233.0,89.0,233.0,89.0,,897.0,955.0,955.0,925.0,877.0,861.0,1047.0,1615.0,910.0,,1005.0,1005.0,861.0,609.0,435.0,471.0,529.0,529.0,499.0,451.0,435.0,621.0,1189.0,484.0,,579.0,426.0,,346.0,,,,,36.0,,628
599,Taltz,ixekizumab,Eli Lilly ,N,Y,N,Y,N,N,N,N,N,01-Jul-15,25-May-16,329.0,CADTH & INESSS,23-Mar-16,pre-NOC,Initial,"Psoriasis, moderate to severe plaque",Completed,25-Oct-16,Reimburse with clinical criteria and/or conditions,Conditional,12-Aug-16,post-NOC,New Drug,"Psoriasis, moderate to severe plaque",Completed,01-Feb-17,Avis de refus d'inscription aux listes des médicaments,Negative,1st,05-May-17,29-Dec-17,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,LU,SA,EDS,SA,SA,EM,2018-03-06,2018-06-01,2018-04-01,2018-04-19,2018-03-29,2018-05-08,2019-02-01,2018-05-28,2018-03-15,2018-03-01,06-Mar-18,2018-03-01,2.0,9.0,5.0,6.0,4.0,7.0,10.0,8.0,3.0,1.0,28.60%,48.80%,49.50%,81.70%,87.50%,93.00%,93.90%,94.20%,98.70%,100.00%,100.00%,29-Mar-18,29-Mar-18,-63.0,79.0,216.0,173.0,192.0,93.0,238.0,67.0,154.0,93.0,111.0,90.0,130.0,399.0,150.0,76.0,62.0,141.0,67.0,133.0,62.0,90.0,650.0,737.0,676.0,694.0,673.0,713.0,982.0,733.0,659.0,645.0,724.0,716.0,650.0,713.0,497.0,497.0,584.0,523.0,541.0,520.0,560.0,829.0,580.0,506.0,393.0,571.0,153.0,252.0,430.0,331.0,673.0,28.0,23.0,28.0,0.0,482
601,Taltz (PsA),ixekizumab,Eli Lilly ,N,Y,N,N,N,N,N,N,N,01-Jun-17,29-Mar-18,301.0,CADTH & INESSS,20-Feb-18,pre-NOC,Initial,"Arthritis, psoriatic",Completed,21-Aug-18,Reimburse with clinical criteria and/or conditions,Conditional,,,New Indication,Psoriatic arthritis,Completed,05-Sep-18,Avis d'ajout d'une indication reconnue aux listes des médicaments - Médicament d'exception - Avec conditions,Conditional,1st,03-Oct-18,08-Nov-18,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,2019-05-27,2019-03-01,2019-01-01,2019-05-31,2019-03-04,2019-02-27,2019-02-01,2019-02-25,2019-01-16,2018-12-13,01-Jan-19,2018-12-13,9.0,7.0,2.0,10.0,8.0,6.0,4.0,5.0,3.0,1.0,28.60%,34.30%,35.00%,36.30%,36.60%,37.50%,42.00%,74.20%,94.50%,100.00%,100.00%,04-Mar-19,27-May-19,-37.0,,182.0,,43.0,28.0,36.0,200.0,113.0,54.0,204.0,116.0,111.0,85.0,109.0,69.0,35.0,118.0,54.0,110.0,35.0,200.0,424.0,337.0,278.0,428.0,340.0,335.0,309.0,333.0,293.0,259.0,342.0,334.0,278.0,315.0,133.0,279.0,192.0,133.0,283.0,195.0,190.0,164.0,188.0,148.0,99.0,197.0,145.0,160.0,79.0,64.0,424.0,165.0,146.0,81.0,84.0,446
615,Tecartus,brexucabtagene autoleucel,Gilead ,Y,N,N,Y,Y,Y,Y,Y,N,01-Dec-20,08-Jun-21,189.0,CADTH & INESSS,18-Dec-20,pre-NOC,Initial,Treatment of adult patients with relapsed or refractory (r/r) mantle cell lymphoma (MCL) who have received treatment with a Brutons tyrosine kinase inhibitor (BTKi),Completed,24-Aug-21,Cond'l on Cost,Conditional,22-Jan-21,pre-NOC,New Drug,Treatment of adult patients with relapsed or refractory (r/r) mantle cell lymphoma (MCL) who have received treatment with a Brutons tyrosine kinase inhibitor (BTKi),Completed,28-Jul-21,Inscription - Avec conditions,Conditional,1st,22-Nov-21,10-Nov-22,Negotiation,Completed with Agreements,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,EM,,,,,,,,,,2022-12-14,,2022-12-14,,,,,,,,,,1.0,28.60%,,,,,,,,,,28.60%,,,-172.0,-137.0,249.0,187.0,90.0,117.0,353.0,,,,,,,,,,34.0,,,34.0,34.0,,,,,,,,,,,554.0,,554.0,,,,,,,,,,,,,504.0,,77.0,50.0,443.0,470.0,,,,,,266
617,Tecentriq,atezolizumab,Hoffman-La Roche ,Y,Y,N,Y,Y,N,N,N,N,01-Jun-17,06-Apr-18,309.0,CADTH & INESSS,15-Dec-17,pre-NOC,New drug,Non-Small Cell Lung Cancer:For the treatment of patients with locally advanced or metastatic non-small cell lung cancer who have progressed on or after systemic chemotherapy until loss of clinical benefit,Completed,20-Jun-18,Cond'l on Cost,Conditional,14-Feb-18,pre-NOC,New Indication,Non-Small Cell Lung Cancer in patients after chemo therapy,Completed,08-Aug-18,Avis de refus d'inscription à la Liste Établissements,Negative,1st,20-Jul-18,29-Nov-18,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Funded,Under provincial consideration,EM,2019-11-01,2019-10-07,2019-02-11,2019-02-13,2019-12-06,2019-10-30,,,,2019-02-01,11-Feb-19,2019-02-01,6.0,4.0,2.0,3.0,7.0,5.0,,,,1.0,28.60%,34.30%,39.80%,44.30%,45.20%,65.40%,97.70%,,,,97.70%,01-Nov-19,06-Dec-19,-112.0,-51.0,187.0,175.0,30.0,-19.0,132.0,337.0,312.0,74.0,76.0,372.0,335.0,,,,64.0,251.0,74.0,224.0,64.0,372.0,574.0,549.0,311.0,313.0,609.0,572.0,,,,301.0,488.0,461.0,311.0,423.0,236.0,499.0,474.0,236.0,238.0,534.0,497.0,,,,177.0,413.0,75.0,124.0,162.0,113.0,609.0,308.0,298.0,273.0,35.0,384
621,Tecentriq,atezolizumab,Hoffmann-La Roche,Y,Y,N,N,Y,Y,N,Y,N,01-Feb-19,08-Aug-19,188.0,CADTH & INESSS,24-Jan-22,post-NOC,Initial,Tecentriq in combination with carboplatin and etoposide is indicated for the first-line treatment of adult patients with extensive-stage small cell lung cancer (ES-SCLC).,Completed,01-Sep-22,Cond'l on Cost,Conditional,22-Mar-19,pre-NOC,New Indication,Tecentriq in combination with carboplatin and etoposide is indicated for the first-line treatment of adult patients with extensive-stage small cell lung cancer (ES-SCLC).,Completed,16-Oct-19,Refus d'inscription,Negative,,,,,,Under provincial consideration,Funded,Funded,Funded,Funded,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,EM,,2022-09-30,2023-03-01,2023-01-12,2023-03-31,,,,,2022-04-13,30-Sep-22,2022-04-13,,2.0,4.0,3.0,5.0,,,,,1.0,28.60%,33.00%,38.60%,44.30%,76.50%,,,,,,76.50%,31-Mar-23,,900.0,-139.0,220.0,208.0,,,,,,,,,,,,,,,,,,,,1149.0,1301.0,1253.0,1331.0,,,,,979.0,1259.0,1203.0,1149.0,249.0,29.0,,29.0,181.0,133.0,211.0,,,,,910.0,139.0,1120.0,69.0,,,,,,352.0,,1308
623,Tecentriq & Avastin,atezolizumab & bevacizumab,Hoffman-La Roche,Y,Y,N,N,Y,Y,N,Y,N,01-Feb-20,07-Aug-20,188.0,CADTH & INESSS,21-May-20,pre-NOC,New indication,"Hepatocellular Carcinoma (HCC): TECENTRIQ (atezolizumab), in combination with AVASTIN (bevacizumab), for the first-line treatment of adult patients with unresectable or metastatic hepatocellular carcinoma (HCC) who require systemic therapy.",Completed,17-Nov-20,Cond'l on Cost,Conditional,26-Jun-20,pre-NOC,New Indication,"Hepatocellular Carcinoma (HCC): TECENTRIQ (atezolizumab), in combination with AVASTIN (bevacizumab), for the first-line treatment of adult patients with unresectable or metastatic hepatocellular carcinoma (HCC) who require systemic therapy.",Completed,30-Dec-20,Inscription - Avec conditions,Conditional,1st,26-Mar-21,14-Oct-21,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Under provincial consideration,Funded,Under provincial consideration,EM,2022-04-01,2022-01-31,2021-11-01,2021-11-24,2022-03-31,,,,,2021-12-15,01-Nov-21,2021-11-01,6.0,4.0,1.0,2.0,5.0,,,,,3.0,5.70%,11.20%,39.80%,44.30%,76.50%,96.80%,,,,,96.80%,31-Mar-22,01-Apr-22,-78.0,-42.0,180.0,187.0,129.0,86.0,202.0,169.0,109.0,18.0,41.0,168.0,,,,,62.0,101.0,18.0,95.0,18.0,169.0,602.0,542.0,451.0,474.0,601.0,,,,,495.0,534.0,528.0,451.0,529.0,349.0,500.0,440.0,349.0,372.0,499.0,,,,,350.0,432.0,102.0,145.0,331.0,288.0,602.0,151.0,151.0,150.0,1.0,290
626,Tegsedi,inotersen,Akcea Therapeutics ,N,N,N,Y,N,Y,Y,Y,Y,01-Apr-18,03-Oct-18,185.0,CADTH & INESSS,22-Feb-19,post-NOC,Initial,hereditary transthyretin amlyoidosis,Completed,18-Dec-19,Reimburse with clinical criteria and/or conditions,Conditional,22-Mar-19,post-NOC,New Drug,Polyneuropathy ATTRh,Completed,11-Sep-19,Inscription - Avec conditions,Conditional,1st,29-Nov-19,30-Apr-20,Negotiation,Completed with Agreements,EDRD,UR,EDS,EDS,EAP,SA,EDS,UR,UR,EM,2021-12-01,,2020-10-01,2021-01-21,2021-01-29,2020-08-20,2022-06-27,,,2020-07-08,20-Aug-20,2020-07-08,6.0,,3.0,4.0,5.0,2.0,7.0,,,1.0,28.60%,29.50%,35.20%,40.70%,73.00%,93.20%,94.50%,,,,94.50%,29-Jan-21,01-Dec-21,142.0,170.0,299.0,173.0,-19.0,79.0,153.0,580.0,,154.0,266.0,274.0,112.0,788.0,,,69.0,362.0,112.0,320.0,69.0,580.0,1155.0,,729.0,841.0,849.0,687.0,1363.0,,,644.0,937.0,895.0,687.0,545.0,246.0,714.0,,288.0,400.0,408.0,246.0,922.0,,,301.0,496.0,441.0,343.0,134.0,232.0,1155.0,511.0,468.0,205.0,306.0,626
633,Treanda,bendamustine hydrochloride,Lundbeck,N,N,N,Y,Y,Y,N,Y,N,,24-Aug-12,,CADTH & INESSS,24-Apr-12,pre-NOC,New drug,Chronic lymphocytic leukemia (CLL) (1st Line),Completed,19-Feb-13,Cond'l on Cost,Conditional,24-Nov-12,post-NOC,New Drug,Chronic lymphocytic leukemia (CLL) (1st Line),Completed,03-Jun-13,Ajout à la Liste Établissements - Médicament d'exception,Positive,1st,,31-Jan-14,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2017-01-01,2013-07-18,2013-04-03,2014-01-21,2013-05-21,2014-02-01,2013-07-10,2018-08-01,2013-01-02,2013-06-03,02-Jan-13,2013-01-02,9.0,6.0,2.0,7.0,3.0,8.0,5.0,10.0,1.0,4.0,0.70%,6.40%,38.60%,67.20%,68.50%,73.00%,78.50%,79.40%,99.60%,100.00%,100.00%,03-Jun-13,01-Jan-17,-122.0,92.0,301.0,191.0,,,,1066.0,-197.0,-303.0,-10.0,-255.0,1.0,-205.0,1643.0,-394.0,-242.0,150.0,-394.0,110.0,-394.0,1066.0,1591.0,328.0,222.0,515.0,270.0,526.0,320.0,2168.0,131.0,283.0,675.0,635.0,131.0,253.0,-48.0,1412.0,149.0,43.0,336.0,91.0,347.0,141.0,1989.0,-48.0,0.0,496.0,179.0,283.0,346.0,242.0,1591.0,1460.0,1460.0,152.0,1308.0,41324
634,Treanda (in combination with rituximab),bendamustine hydrochloride,Lundbeck,N,N,N,N,Y,Y,N,Y,N,,,,CADTH,27-Jun-14,na,New indication,Chronic Lymphocytic Leukemia,Withdrawn,26-Sep-14,,,,,,,,,,,,,,,,Funded,Funded,Funded,Funded,Not funded,Not funded,Funded,Not funded,Not funded,,2017-01-01,2015-10-01,2015-04-01,2015-12-01,,,2017-04-01,,,,01-Apr-15,2015-04-01,4.0,2.0,1.0,3.0,,,5.0,,,,5.70%,10.20%,15.70%,36.00%,37.30%,,,,,,37.30%,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0,187.0,828.0,370.0,187.0,431.0,,,918.0,,,,547.0,,,,,,,,,,41908
636,Trelegy Ellipta,fluticasone furoate umeclidinium vilanterol,GlaxoSmithKline,Y,N,N,N,N,N,N,N,N,01-Jun-17,04-Apr-18,307.0,CADTH & INESSS,01-Mar-18,pre-NOC,Initial,Chronic Obstructive Pulmonary Disease (COPD),Completed,23-Aug-18,Reimburse with clinical criteria and/or conditions,Conditional,05-Mar-18,pre-NOC,New Drug,COPD,Completed,05-Sep-18,Avis d'inscription aux listes des médicaments - Médicament d'exception - Avec conditions,Conditional,1st,30-Nov-18,09-Sep-19,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,LU,SA,EDS,FB,SA,EM,2020-07-07,2020-02-01,2019-11-01,2020-03-02,2019-09-30,2019-10-01,2019-12-01,2019-11-25,2020-01-03,2019-11-14,30-Sep-19,2019-09-30,10.0,8.0,3.0,9.0,1.0,2.0,6.0,5.0,7.0,4.0,32.20%,33.10%,38.80%,67.40%,67.80%,69.10%,69.80%,74.20%,79.70%,100.00%,100.00%,14-Nov-19,07-Jul-20,-34.0,-30.0,175.0,184.0,99.0,86.0,283.0,302.0,145.0,53.0,175.0,21.0,22.0,83.0,77.0,116.0,66.0,110.0,21.0,106.0,21.0,302.0,825.0,668.0,576.0,698.0,544.0,545.0,606.0,600.0,639.0,589.0,633.0,629.0,544.0,578.0,403.0,684.0,527.0,435.0,557.0,403.0,404.0,465.0,459.0,498.0,435.0,492.0,141.0,154.0,382.0,369.0,825.0,281.0,281.0,45.0,236.0,448
639,Tresiba,insulin degludec,Novo Nordisk ,Y,Y,N,Y,N,N,N,N,N,01-Oct-16,25-Aug-17,328.0,CADTH & INESSS,31-May-17,pre-NOC,Initial,"Diabetes mellitus, Type 1 & 2",Completed,20-Nov-17,Reimburse with clinical criteria and/or conditions,Conditional,01-Aug-17,pre-NOC,New Drug,Diabetes,Completed,11-Apr-18,Avis dinscription aux listes des médicaments  Médicament dexception (diabète de type 1) Avis de refus dinscription aux listes des médicaments (diabète de type 2),Conditional,1st,30-Apr-18,26-Jul-18,Negotiation,Completed with Agreements,NR,FB,FB,FB,FB,FB,FB,FB,FB,EM,,2018-12-01,2018-10-01,2018-10-18,2018-09-27,2018-11-30,2019-05-01,2018-11-26,2019-01-31,2018-09-27,27-Sep-18,2018-09-27,,7.0,3.0,4.0,1.0,6.0,9.0,5.0,8.0,2.0,32.20%,60.80%,66.50%,72.10%,72.40%,73.30%,77.80%,78.40%,79.70%,,79.70%,27-Sep-18,,-86.0,-24.0,173.0,253.0,161.0,19.0,87.0,,128.0,67.0,84.0,63.0,127.0,279.0,123.0,189.0,63.0,133.0,63.0,125.0,63.0,,,463.0,402.0,419.0,398.0,462.0,614.0,458.0,524.0,398.0,468.0,460.0,398.0,484.0,311.0,,376.0,315.0,332.0,311.0,375.0,527.0,371.0,437.0,169.0,381.0,87.0,229.0,248.0,106.0,,,,0.0,,415
640,Trikafta,elexacaftor/tezacaftor/ivacaftor and ivacaftor,Vertex Pharmaceuticals (Canada) Incorporated,N,N,N,Y,N,Y,Y,Y,Y,01-Dec-20,18-Jun-21,199.0,CADTH & INESSS,22-Jan-21,pre-NOC,Initial,Triple Combination Therapy (elexacaftor/tezacaftor/ivacaftor and ivacaftor) tablets for the treatment of cystic fibrosis (CF) in patients aged 12 years and older who have at least one F508del mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene,Completed,16-Sep-21,Reimburse with clinical criteria and/or conditions,Conditional,05-Mar-21,pre-NOC,New Drug,Cystic fibrosis children over 12 with CFTR F508del mutation,Completed,01-Sep-21,Inscription - Avec conditions,Conditional,1st,17-Sep-21,17-Sep-21,Negotiation,Completed with Agreements,EDRD,SA,EDS,EDS,EAP,SA,CF,SA,SA,EM,2021-10-05,2021-09-24,2021-10-01,2021-10-22,2021-09-22,2021-10-14,2021-11-18,2021-11-01,2021-11-19,2021-09-29,22-Sep-21,2021-09-22,5.0,2.0,4.0,7.0,1.0,6.0,9.0,8.0,10.0,3.0,32.20%,36.70%,65.30%,71.00%,91.20%,92.10%,97.70%,98.00%,99.30%,100.00%,100.00%,29-Sep-21,05-Oct-21,-147.0,-105.0,237.0,180.0,1.0,16.0,0.0,18.0,7.0,14.0,35.0,5.0,27.0,62.0,45.0,63.0,12.0,31.0,5.0,29.0,5.0,18.0,109.0,98.0,105.0,126.0,96.0,118.0,153.0,136.0,154.0,103.0,122.0,120.0,96.0,243.0,6.0,19.0,8.0,15.0,36.0,6.0,28.0,63.0,46.0,64.0,28.0,32.0,90.0,75.0,1.0,16.0,109.0,13.0,13.0,7.0,6.0,289
