"Trade_Name
",Chemical,Manufacturer,Top_15_Brand_Corporation,Biologic_(by_Product),Biosimilar,NAS,Oncology,Rare_Disease_(FDA),Rare_Disease_(EMA),Rare_Disease_(FDA_or_EMA),HC-HTA_Aligned_Review,Health_Canada_Submission_Date,NOC_Date,Health_Canada_Review_Time,HTA_Agency,CADTH_Submission_Date,CADTH_Timing_of__Submission,CADTH_Submission_Type_-_Agency_Specific,CADTH_Indication,CADTH_Review_Status,CADTH_Final_Recommendation/Withdrawn_Date,CADTH_Recommended_-_Agency_Specific,CADTH_Decision_Type_-_Standardized,INESSS_Submission_Date,INESSS_Timing_of__Submission,INESSS_Submission_Type_-_Agency_Specific,INESSS_Indication,INESSS_Review_Status,INESSS_Final_Recommendation/Withdrawn_Date,INESSS_Recommended_-_Agency_Specific,INESSS_Decision_Type_-_Standardized,pCPA_Negotiation,pCPA_First_Date,pCPA_Final_Date,pCPA_Type,pCPA_Negotiation_Outcome,BC_Status,AB_Status,SK_Status,MB_Status,ON_Status,NB_Status,NS_Status,PEI_Status,NL_Status,QC_Status,Listing_BC_Date,Listing_AB_Date,Listing_SK_Date,Listing_MB_Date,Listing_ON_Date,Listing_NB_Date,Listing_NS_Date,Listing_PEI_Date,Listing_NL_Date,Listing_QC_Date,First_Prov_Listing_(excl_QC),First_Prov_Listing_(inc_QC),Rank_BC_Listing_Date,Rank_AB_Listing_Date,Rank_SK_Listing_Date,Rank_MB_Listing_Date,Rank_ON_Listing_Date,Rank_NB_Listing_Date,Rank_NS_Listing_Date,Rank_PEI_Listing_Date,Rank_NL_Listing_Date,Rank_QC_Listing_Date,Rank_1,Rank_2,Rank_3,Rank_4,Rank_5,Rank_6,Rank_7,Rank_8,Rank_9,Rank_10,Total_population_coverage_(incl_QC),Date_>_50%_Cumulative_Ranking,Date_>_80%_Cumulative_Ranking,NOC_to_CADTH_Submission,NOC_to_INESSS_Submission,CADTH_Duration,INESSS_Duration,CADTH_to_pCPA_Initiation,INESSS_to_pCPA_Initiation,pCPA_LOI_to_LOE,pCPA_to_Listing_BC_Date,pCPA_to_Listing_AB_Date,pCPA_to_Listing_SK_Date,pCPA_to_Listing_MB_Date,pCPA_to_Listing_ON_Date,pCPA_to_Listing_NB_Date,pCPA_to_Listing_NS_Date,pCPA_to_Listing_PEI_Date,pCPA_to_Listing_NL_Date,pCPA_to_Listing_QC_Date,pCPA_to_Listing_Nat_Avg_(excl_QC),pCPA_Completion_to_1st_Listing_(excl_QC),pCPA_to_Listing_Nat_Avg_(incl_QC),pCPA_Completion_to_1st_Listing_(incl_QC),pCPA_Completion_to_80%_Listing,NOC_to_Listing_BC_Date,NOC_to_Listing_AB_Date,NOC_to_Listing_SK_Date,NOC_to_Listing_MB_Date,NOC_to_Listing_ON_Date,NOC_to_Listing_NB_Date,NOC_to_Listing_NS_Date,NOC_to_Listing_PEI_Date,NOC_to_Listing_NL_Date,NOC_to_Listing_QC_Date,NOC_to_Listing_Nat_Avg_(excl_QC),NOC_to_Listing_Nat_Avg_(inc_QC),"NOC_to_1st_Provincial_Listing
(unique_at_product/indication_level)_exc_QC","CADTH_Submission_to_1st_Provincial_Listing
exc_QC",CADTH_Recommendation_to_1st_Provincial_Listing_exc_QC,HTA_Rec_to_BC_Listing_Date,HTA_Rec_to_AB_Listing_Date,HTA_Rec_to_SK_Listing_Date,HTA_Rec_to_MB_Listing_Date,HTA_Rec_to_ON_Listing_Date,HTA_Rec_to_NB_Listing_Date,HTA_Rec_to_NS_Listing_Date,HTA_Rec_to_PEI_Listing_Date,HTA_Rec_to_NL_Listing_Date,HTA_Rec_to_QC_Listing_Date,Nat`l_Avg_(excl_QC),NOC_to_CADTH_Rec,NOC_to_INESSS_Rec,CADTH_Rec_to_pCPA_Decision,INESSS_Rec_to_pCPA_Decision,NOC_to_80%_Listing,First_Provincial_Listing_to_80%_Listing_(incl_QC),First_Provincial_Listing_to_80%_Listing_(excl_QC),First_Provincial_Listing_to_50%_Listing_(incl_QC),50%_Listing_to_80%_Listing,HC_Sub_to_CADTH_Rec
Trodelvy,sacituzumab govitecan,Gilead ,Y,Y,N,Y,Y,N,N,N,Y,01-Mar-21,24-Sep-21,207,CADTH & INESSS,30-Jun-21,pre-NOC,Initial,"For the treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mTNBC) who have received two or more prior therapies, at least one of them for metastatic disease.",Completed,27-Jan-22,Cond'l on Cost,Conditional,05-Nov-21,post-NOC,New Drug,"For the treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mTNBC) who have received two or more prior therapies, at least one of them for metastatic disease.",Completed,04-May-22,Inscription - Avec conditions,Conditional,1st,29-Jul-22,09-Mar-23,Negotiation,Completed with Agreements,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,-86,42,211,180,183,86,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,222,406,309,,,,,,332
Trulicity,dulaglutide,Eli Lilly ,N,Y,N,Y,N,N,N,N,N,,10-Nov-15,,CADTH & INESSS,22-Dec-15,post-NOC,Initial,"Diabetes mellitus, Type 2",Completed,16-Jun-16,Reimburse with clinical criteria and/or conditions,Conditional,24-Nov-15,post-NOC,New Drug,"Diabetes mellitus, Type 2",Completed,01-Jun-16,Avis d'inscription aux listes des médicaments - Médicament d'exception,Conditional,1st,07-Jul-17,27-Sep-19,Negotiation,No agreement reached,NR,UR,NR,UR,UR,NR,UR,UR,UR,EM,,,,,,,,,,01-Jun-16,,01-Jun-16,,,,,,,,,,1,28.60%,,,,,,,,,,28.60%,,,42,14,177,190,386,401,812,,,,,,,,,,-1213,,,-1213,-1213,,,,,,,,,,,204,,204,,,,,,,,,,,,,0,,219,204,1198,1213,,,,,,42537
Truvada (HIV pre-exposure prophylaxis),emtricitabine/tenofovir disoproxil fumarate,Gilead Sciences ,Y,N,N,N,N,N,N,N,N,,26-Feb-16,,CADTH,03-Mar-16,post-NOC,Initial,"HIV-1 infection, pre-exposure prophylaxis",Completed,24-Aug-16,Reimburse with clinical criteria and/or conditions,Conditional,,,,,,,,,none,08-Sep-17,,Do Not Negotiate,n/a,NR,NR,FB,FB,FB,FB,EDS,HIV,SA,FB,,,01-Jan-18,19-Apr-18,04-Sep-07,29-Jun-09,23-Jul-18,01-Mar-09,12-Sep-18,01-Oct-06,04-Sep-07,01-Oct-06,,,5,6,2,4,7,3,8,1,28.60%,60.80%,61.20%,62.10%,67.80%,73.30%,74.60%,75.30%,,,75.30%,04-Sep-07,,6,,174,,380,,,,,,,,,,,,,,,,,,,,675,783,-3097,-2433,878,-2553,929,-3435,-688,-1032,-3097,-3103,-3277,,,495,603,-3277,-2613,698,-2733,749,,-868,180,,,,,,,338,,42606
Truxima,rituximab,Teva Canada Innovation,N,Y,Y,Y,Y,Y,N,Y,N,01-Sep-17,04-Apr-19,580,CADTH,n/a,na,New drug,Non-Hodgkin’s Lymphoma and Chronic Lymphocytic Leukemia Biosimilar,File-Closed Not Submitted,,n/a,n/a,,,,,,,,,1st,13-Sep-19,12-Feb-20,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,,,,EM,20-Aug-20,01-Jun-20,01-Jan-21,16-Jul-20,31-Mar-20,17-Sep-20,,,,16-Dec-20,31-Mar-20,31-Mar-20,4,2,7,3,1,5,,,,6,32.20%,36.70%,42.20%,62.50%,63.40%,91.90%,97.70%,,,,97.70%,20-Aug-20,16-Dec-20,,,,,,,152,190,110,324,155,48,218,,,,308,174,48,193,48,308,504,424,638,469,362,532,,,,622,488,507,362,,,,,,,,,,,,,,,,,,622,260,260,142,118,-42979
Tudorza Genuair,aclidinium bromide,Almirall ,N,N,N,Y,N,N,N,N,N,,29-Jul-13,,CADTH & INESSS,21-Aug-13,post-NOC,Initial,Chronic Obstructive Pulmonary Disease (COPD),Completed,21-Apr-14,List with criteria/condition,Conditional,,,New Drug,Chronic Obstructive Pulmonary Disease (COPD),Completed,03-Feb-14,Ajout aux listes de médicaments,Positive,1st,31-May-14,16-Jul-14,Negotiation,Completed with Agreements,SA,FB,EDS,FB,FB,SA,EDS,SA,SA,FB,30-Sep-14,01-Nov-14,01-Nov-14,16-Oct-14,28-Aug-14,11-Sep-14,31-Oct-14,01-Dec-14,14-Oct-14,03-Feb-14,28-Aug-14,03-Feb-14,4,8,9,6,2,3,7,10,5,1,28.60%,60.80%,61.70%,82.00%,82.60%,88.20%,89.50%,93.90%,99.60%,100.00%,100.00%,28-Aug-14,30-Sep-14,23,,243,,40,117,46,76,108,108,92,43,57,107,138,90,-163,91,43,66,-163,76,428,460,460,444,395,409,459,490,442,189,443,418,395,372,129,162,194,194,178,129,143,193,224,176,0,177,266,189,86,163,428,239,33,206,33,41750
Tukysa,tucatinib,Seagen,N,N,N,Y,Y,N,N,N,N,01-Feb-20,05-Jun-20,125,CADTH & INESSS,26-Mar-21,post-NOC,Initial,"Tucatinib is indicated in combination with trastuzumab and capecitabine for treatment of patients with locally advanced unresectable or metastatic HER2-positive breast cancer, including patients with brain metastases, who have received prior treatment with trastuzumab, pertuzumab, and trastuzumab emtansine, separately or in combination",Completed,17-Nov-21,Cond'l on Cost,Conditional,23-Apr-21,post-NOC,New Drug,"Tucatinib is indicated in combination with trastuzumab and capecitabine for treatment of patients with locally advanced unresectable or metastatic HER2-positive breast cancer, including patients with brain metastases, who have received prior treatment with trastuzumab, pertuzumab, and trastuzumab emtansine, separately or in combination",Completed,08-Sep-21,Inscription - Avec conditions,Conditional,1st,18-May-22,14-Sep-22,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Under provincial consideration,EM,01-Dec-22,30-Sep-22,01-Feb-23,24-Jan-23,28-Feb-23,27-Mar-23,01-Apr-23,,,09-Nov-22,30-Sep-22,30-Sep-22,3,1,5,4,6,7,8,,,2,4.50%,33.00%,53.30%,58.80%,64.50%,96.80%,97.70%,99.00%,,,99.00%,01-Dec-22,28-Feb-23,294,322,236,138,182,252,119,78,16,140,132,167,194,199,,,56,132,16,123,16,167,909,847,971,963,998,1025,1030,,,887,963,954,847,553,317,379,317,441,433,468,495,500,,,427,433,530,460,301,371,998,151,151,62,89,655
Ultibro Breezhaler,indacaterol / glycopyrronium,Novartis ,Y,N,N,N,N,N,N,N,N,,23-Dec-13,,CADTH & INESSS,03-Feb-14,post-NOC,Initial,COPD,Completed,19-Dec-14,List with criteria/condition,Conditional,04-Aug-14,post-NOC,New Drug,COPD,Completed,02-Feb-15,Ajout aux listes de médicaments - Médicament d'exception,Conditional,1st,26-Jan-15,20-Apr-15,Negotiation,Completed with Agreements,SA,SA,EDS,FB,LU,SA,EDS,SA,SA,EM,02-Jun-15,01-Sep-15,01-Jul-15,22-Jul-15,28-May-15,02-Jun-15,29-Jun-15,27-Jul-15,01-Jul-15,02-Feb-15,28-May-15,02-Feb-15,3,10,6,8,2,4,5,9,7,1,28.60%,60.80%,81.10%,82.00%,83.30%,89.00%,89.70%,95.20%,95.50%,100.00%,100.00%,28-May-15,02-Jun-15,42,224,319,182,38,-7,84,43,134,72,93,38,43,70,98,72,-77,74,38,59,-77,43,526,617,555,576,521,526,553,581,555,406,557,542,521,479,160,165,256,194,215,160,165,192,220,194,0,196,361,406,122,77,526,120,5,115,5,41992
Ultomiris,ravulizumab,Alexion Pharmaceuticals,N,Y,N,Y,N,Y,Y,Y,N,01-Nov-18,28-Aug-19,300,CADTH,04-Jul-19,pre-NOC,Initial,Paroxysmal nocturnal hemoglobinuria,Withdrawn,19-Nov-20,Cancelled or withdrawn,n/a,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,-55,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,,,,,,,,,749
Ultomiris,ravulizumab,Alexion Pharma Canada Corp.,N,Y,N,Y,N,Y,Y,Y,N,01-Nov-18,28-Aug-19,300,CADTH & INESSS,22-Jul-21,post-NOC,Initial,Paroxysmal nocturnal hemoglobinuria,Completed,11-Feb-22,Reimburse with clinical criteria and/or conditions,Conditional,13-May-22,post-NOC,New Drug,Paroxysmal nocturnal hemoglobinuria,Completed,30-Nov-22,Inscription - Avec conditions,Conditional,none,,,,,UR,,,,,,,,,UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,694,989,204,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898,1190,,,,,,,,1198
Ultomiris,ravulizumab,Alexion Pharma GmBH,N,Y,N,N,N,Y,N,Y,N,01-Jan-21,01-Nov-22,669,CADTH,08-Jun-22,pre-NOC,Initial,Atypical hemolytic uremic syndrome,Completed,27-Feb-23,Reimburse with clinical criteria and/or conditions,Conditional,,,,,,,,,none,,,,,UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,-146,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,787
Ultomiris,ravulizumab,Alexion Pharma GmBH,N,Y,N,Y,N,Y,N,Y,N,01-Mar-22,06-Jan-23,311,CADTH,25-Oct-22,pre-NOC,Initial,AChR antibody-positive generalized Myasthenia Gravis,Active,,Active,n/a,,,,,,,,,none,,,,,UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44621
Unituxin,dinutuximab,United Therapeutics Corp.,N,Y,N,Y,Y,Y,Y,Y,N,01-Feb-18,28-Nov-18,300,CADTH & INESSS,01-Oct-18,pre-NOC,New drug,Neuroblastoma,Completed,26-Mar-19,Cond'l on Cost,Conditional,26-Apr-19,post-NOC,New Drug,Neuroblastoma,Completed,16-Oct-19,Inscription - Avec conditions,Conditional,1st,08-May-19,30-Aug-19,Negotiation,Completed with Agreements,Funded,Under provincial consideration,Funded,Funded,Funded,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,EM,01-Nov-19,,01-Mar-20,11-Feb-20,29-Jan-20,,,,,04-Mar-20,01-Nov-19,01-Nov-19,1,,4,3,2,,,,,5,20.30%,52.50%,58.00%,63.70%,92.30%,,,,,,92.30%,29-Jan-20,04-Mar-20,-58,149,176,173,43,-161,114,63,,184,165,152,,,,,187,141,63,150,63,187,338,,459,440,427,,,,,462,416,425,338,396,220,220,,341,322,309,,,,,140,298,118,322,157,-47,462,124,124,89,35,418
Unituxin,dinutuximab,United Therapeutics Corp.,N,Y,N,N,Y,Y,Y,Y,N,01-Feb-18,28-Nov-18,300,CADTH,23-Nov-20,post-NOC,Initial,"For the treatment of high-risk neuroblastoma patients in their first relapse ordetermination of refractory disease, in combination with irinotecan,temozolomide, and granulocyte macrophage colony-stimulating factor",Completed,23-Jul-21,Cond'l on Cost,Conditional,,,,,,,,,1st,16-Nov-21,24-Feb-22,Negotiation,Completed with Agreements,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,726,,242,,116,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,,216,,,,,,,1268
Uptravi,selexipag,Actelion,Y,N,N,Y,N,Y,N,Y,N,,20-Jan-16,,CADTH & INESSS,31-Mar-16,post-NOC,Initial,Pulmonary arterial hypertension (WHO class II and III),Completed,28-Oct-16,Reimburse with clinical criteria and/or conditions,Conditional,22-Mar-16,post-NOC,New Drug,Pulmonary arterial hypertension (WHO class II and III),Completed,03-Oct-16,Avis de refus d’inscription aux listes des médicaments – Médicament d’exception – À moins que certaines conditions soient respectées,Conditional,1st,13-Apr-17,12-Dec-17,Negotiation,Completed with Agreements,SA,F,EDS,EDS,EAP,SA,EDS,SA,SA,EM,30-Oct-18,12-Jun-18,01-Apr-18,19-Apr-18,18-Apr-18,06-Sep-18,29-Oct-18,24-Dec-18,28-Mar-18,01-Mar-18,28-Mar-18,01-Mar-18,9,6,3,5,4,7,8,10,2,1,28.60%,29.30%,35.00%,67.20%,72.70%,77.20%,78.10%,79.40%,99.60%,100.00%,100.00%,18-Apr-18,30-Oct-18,71,62,211,195,167,192,243,322,182,110,128,127,268,321,377,106,79,216,106,202,79,322,1014,874,802,820,819,960,1013,1069,798,771,908,894,798,727,516,732,592,520,538,537,678,731,787,516,514,626,282,257,410,435,1014,243,216,48,195,42671
Vabysmo,faricimab,Roche,Y,Y,N,Y,N,N,N,N,N,01-Aug-21,27-May-22,299,CADTH & INESSS,31-Jan-22,pre-NOC,Initial,"Macular degeneration, age-related",Completed,12-Aug-22,Reimburse with clinical criteria and/or conditions,Conditional,13-May-22,pre-NOC,New Drug,Age-related macular degeneration,Completed,07-Oct-22,Inscription - Avec conditions,Conditional,1st,17-Feb-23,,Active,n/a,UR,,,,,,,,,UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,-116,-14,193,147,189,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,133,,,,,,,,376
Vabysmo,faricimab,Roche,Y,Y,N,Y,N,N,N,N,N,01-Aug-21,27-May-22,299,CADTH & INESSS,24-Mar-22,pre-NOC,Initial,Diabetic Macular Edema,Completed,14-Oct-22,Reimburse with clinical criteria and/or conditions,Conditional,28-Oct-22,post-NOC,New Drug,Diabetic macula edema,Completed,01-Mar-23,Inscription - Avec conditions,Conditional,1st,17-Feb-23,,Active,n/a,UR,,,,,,,,,UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,-64,154,204,124,126,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,278,,,,,,,,439
Vascepa,icosapent ethyl,HLS Therapeutics,N,N,N,Y,N,N,N,N,N,01-Jul-19,30-Dec-19,182,CADTH & INESSS,17-Jun-19,pre-NOC,Initial,Ischemic events in statin-treated patients,Completed,16-Jul-20,Reimburse with clinical criteria and/or conditions,Conditional,12-Jul-19,pre-NOC,New drug,Prevention of cardiovascular events,Completed,05-Feb-20,Refus d'inscription,Negative,1st,29-Jan-21,25-Apr-22,Negotiation,Completed with Agreements,,,EDS,EDS,EAP,SA,,,,EM,,,01-Aug-22,20-Sep-22,21-Jul-22,20-Jun-22,,,,26-May-21,20-Jun-22,26-May-21,,,4,5,3,2,,,,1,28.60%,29.50%,61.70%,67.40%,73.00%,,,,,,73.00%,21-Jul-22,,-196,-171,395,208,197,359,451,,,98,148,87,56,,,,-334,97,56,11,-334,,,,945,995,934,903,,,,513,944,858,903,1099,704,,,746,796,735,704,,,,476,745,199,37,648,810,,,,421,,381
Vectibix,panitumumab,Amgen ,Y,Y,N,N,Y,N,N,N,N,,31-Aug-15,,CADTH & INESSS,15-Apr-15,pre-NOC,New indication,Metastatic Colorectal Cancer,Completed,03-Dec-15,Cond'l on Cost,Conditional,24-Nov-15,post-NOC,New Indication,Metastatic Colorectal Cancer,Completed,01-Jun-16,Avis d’ajout d’une indication reconnue à la Liste Établissements – Médicament d’exception – Avec conditions (contre-indication ou intolérance au bevacizumab) Avis de refus d’ajout d’une indication reconnue à la Liste Établissements – Médicament d’exception – À moins que certaines conditions soient respectées (ensemble des patients),Conditional,1st,23-Dec-15,22-May-17,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,01-Nov-17,30-Sep-22,02-Aug-17,01-Nov-17,01-Sep-17,20-Dec-17,01-Feb-18,01-Aug-18,03-Aug-17,19-Jul-17,02-Aug-17,19-Jul-17,5,10,2,6,4,7,8,9,3,1,28.60%,34.30%,35.00%,67.20%,87.50%,93.00%,93.90%,95.20%,95.50%,100.00%,100.00%,01-Sep-17,01-Nov-17,-138,85,232,190,20,-161,516,163,1957,72,163,102,212,255,436,73,58,381,72,349,58,163,793,2587,702,793,732,842,885,1066,703,688,1011,979,702,840,608,699,2493,608,699,638,748,791,972,609,413,917,94,275,536,355,793,105,91,44,61,42341
Vectibix,panitumumab,Amgen ,Y,Y,N,N,Y,N,N,N,N,,31-Aug-15,,CADTH & INESSS,08-Sep-17,post-NOC,New indication,Left Sided Metastatic Colorectal Cancer,Completed,29-Mar-18,Do Not Fund,Negative,24-Nov-16,post-NOC,New Indication,Left Sided Metastatic Colorectal Cancer,Completed,01-Jun-17,Avis d'inscription à la Liste Établissements - Médicament d'exception,Positive,None,10-May-18,,Do Not Negotiate,n/a,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,739,451,202,189,42,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,640,,,,,,,,43188
Velcade,bortezomib,Janssen ,Y,N,N,N,Y,Y,N,Y,N,,24-Jun-13,,CADTH & INESSS,29-Oct-12,pre-NOC,New indication,For the treatment of patients with multiple myeloma pre-autologous stem cell transplantation in combination therapy and post-autologous stem cell transplantation as monotherapy,Completed,25-Mar-13,Fund,Positive,,,New Indication,For the treatment of patients with multiple myeloma pre-autologous stem cell transplantation in combination therapy and post-autologous stem cell transplantation as monotherapy,Completed,01-Dec-06,Ajout de nouveaux médicaments dans la Liste de médicaments – Établissements,Positive,None,,,,,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,01-May-10,18-Jul-13,01-Nov-10,21-Jun-11,28-Jun-13,01-Feb-14,01-Sep-12,01-Jun-11,01-Apr-13,01-Dec-06,01-May-10,01-Dec-06,2,9,3,5,8,10,6,4,7,1,28.60%,48.80%,54.60%,54.90%,60.40%,61.70%,62.40%,94.70%,99.10%,100.00%,100.00%,01-Nov-10,28-Jun-13,-238,,147,,,,,,,,,,,,,,,,,,,41453,-1150,24,-966,-734,4,222,-296,-754,-84,-2397,-415,-613,-1150,-912,-1059,-1059,115,-875,-643,95,313,-205,-663,7,0,-324,-91,-2397,,,4,2401,1154,1431,970,41358
Velphoro,sucroferric oxyhydride,Vifor Fresnius Medical Care Renal Pharma,N,N,N,Y,N,N,N,N,N,01-Feb-17,05-Jan-18,338,CADTH & INESSS,12-Jun-18,post-NOC,Initial,"Hyperphosphatemia, end-stage renal disease",Completed,02-Jan-19,Reimburse with clinical criteria and/or conditions,Conditional,11-Jul-18,post-NOC,New Drug,Hyperphosphatemia,Completed,09-Jan-19,Inscription – Avec conditions,Conditional,1st,12-Apr-19,17-Sep-19,Negotiation,Completed with Agreements,UR,UR,EDS,EDS,EAP,SA,EDS,UR,SA,EM,,,01-Nov-20,16-Jul-20,26-Feb-20,18-Jun-20,07-Oct-20,,14-Sep-20,02-Oct-19,26-Feb-20,02-Oct-19,,,7,4,2,3,6,,5,1,28.60%,60.80%,61.70%,67.20%,67.90%,69.20%,74.90%,,,,74.90%,26-Feb-20,,158,187,204,182,100,93,158,,,411,303,162,275,386,,363,15,317,162,274,15,,,,1031,923,782,895,1006,,983,635,937,894,782,624,420,,,669,561,420,533,644,,621,266,575,362,369,258,251,,,,147,,700
Veltassa,patiromer,Otsuka Canada Pharmaceuticals Inc.,N,N,N,Y,N,N,N,N,N,01-Dec-17,03-Oct-18,306,CADTH & INESSS,30-Oct-20,post-NOC,Initial,Hyperkalemia in adults with chronickidney disease (eGFR ?15mL/min/1.73m),Completed,08-Jun-21,Reimburse with clinical criteria and/or conditions,Conditional,19-Feb-21,post-NOC,New Drug,Hyperkalemia,Completed,28-Jul-21,Refus d'inscription,Negative,1st,18-Nov-21,18-Feb-22,Negotiation,No agreement reached,,,NR,,,NR,,,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,758,870,221,159,163,113,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979,1029,255,205,,,,,,1285
Vemlidy,tenofovir alafenamide,Gilead Sciences ,Y,N,N,N,N,N,N,N,N,01-Jul-16,17-May-17,320,CADTH & INESSS,28-Sep-17,post-NOC,Initial,"Hepatitis B, chronic",Completed,26-Mar-18,Reimburse with clinical criteria and/or conditions,Conditional,,,New Drug,Hepatitis B,Completed,11-Apr-18,Avis de refus d’inscription aux listes des médicaments,Negative,1st,25-Sep-18,31-Oct-18,Negotiation,No agreement reached,NR,UR,NR,NR,NR,NR,NR,NR,NR,UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,134,,179,,183,167,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,329,219,203,,,,,,633
Venclexta,venetoclax,AbbVie ,Y,N,N,Y,Y,Y,Y,Y,N,01-Feb-16,30-Sep-16,242,CADTH,08-Jul-16,pre-NOC,New drug,Chronic Lymphocytic Leukemia (with 17p deletion),Withdrawn,10-Jan-17,n/a,n/a,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,-84,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,344
Venclexta,venetoclax,AbbVie ,Y,N,N,Y,Y,Y,Y,Y,N,01-Feb-16,30-Sep-16,242,CADTH & INESSS,10-Jul-17,post-NOC,New indication,Chronic Lymphocytic Leukemia,Completed,02-Mar-18,Cond'l on Cost,Conditional,23-Jul-17,post-NOC,New Drug,chronic lymphocytic leukemia,Completed,01-Feb-18,Avis de refus d'inscription aux listes des médicaments - Valeur thérapeutique,Negative,1st,21-Jun-18,06-Mar-19,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,NR,01-Sep-19,26-Jul-19,03-Sep-19,22-Aug-19,13-May-19,24-Oct-19,03-Oct-19,10-May-21,10-Sep-19,,13-May-19,13-May-19,4,2,5,3,1,8,7,9,6,,32.20%,36.70%,42.20%,62.50%,68.20%,68.90%,70.20%,71.10%,71.40%,,71.40%,01-Sep-19,,283,296,235,193,111,140,258,179,142,181,169,68,232,211,796,188,,241,68,241,68,,1066,1029,1068,1056,955,1119,1098,1683,1075,,1128,1128,955,672,437,548,511,550,538,437,601,580,1165,557,,610,518,489,369,398,,,,111,,760
